CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
584,France,Male,38,9,104584.16,1,Yes,No,176678.72,Not Churned
645,France,Male,41,7,0.0,1,No,Yes,28667.56,Not Churned
772,Germany,Male,30,6,99785.28,2,No,No,197238.03,Not Churned
399,Germany,Male,46,2,127655.22,1,Yes,No,139994.68,Churned
529,France,Male,22,5,0.0,1,Yes,No,151169.83,Not Churned
463,France,Male,35,2,101257.16,1,Yes,Yes,118113.64,Not Churned
630,France,Female,40,7,0.0,2,Yes,Yes,34453.17,Not Churned
780,France,Male,76,10,121313.88,1,No,Yes,64872.33,Not Churned
584,Spain,Male,32,5,0.0,2,Yes,No,10956.82,Not Churned
752,Germany,Male,30,4,81523.38,1,Yes,Yes,36885.85,Not Churned
697,France,Female,47,6,128252.66,1,Yes,Yes,168053.4,Not Churned
850,France,Female,32,7,0.0,2,No,No,155227.0,Not Churned
711,France,Male,51,7,0.0,3,Yes,No,38409.79,Churned
452,France,Female,32,5,0.0,2,No,Yes,75279.39,Not Churned
610,Spain,Male,42,6,0.0,2,Yes,No,158302.59,Churned
694,France,Female,22,4,0.0,2,Yes,Yes,11525.72,Not Churned
579,Spain,Male,33,6,0.0,1,Yes,No,94993.04,Churned
745,Spain,Female,54,8,0.0,1,Yes,No,173912.29,Churned
572,France,Male,33,5,0.0,1,No,Yes,41139.05,Not Churned
505,Germany,Male,29,3,145541.56,2,Yes,Yes,58019.95,Not Churned
706,France,Female,23,5,0.0,1,No,No,164128.41,Churned
693,Germany,Male,44,5,124601.58,2,Yes,Yes,46998.13,Churned
725,Germany,Female,33,7,115182.84,2,Yes,Yes,177279.41,Not Churned
791,France,Male,37,2,163789.49,2,Yes,No,75832.53,Not Churned
536,France,Male,46,1,65733.41,1,Yes,No,61094.53,Not Churned
699,Spain,Male,47,1,0.0,2,No,Yes,30117.44,Not Churned
500,Spain,Female,47,8,128486.11,1,Yes,No,179227.12,Not Churned
707,Spain,Female,53,6,109663.47,1,Yes,Yes,52110.45,Not Churned
531,Germany,Female,42,6,88324.31,2,Yes,No,75248.75,Not Churned
557,France,Female,28,7,146445.24,2,Yes,No,184317.74,Not Churned
659,France,Female,38,3,0.0,2,Yes,No,158553.1,Not Churned
575,Spain,Female,31,6,0.0,2,Yes,Yes,95686.42,Not Churned
775,Germany,Male,36,2,109949.05,2,No,Yes,71682.54,Not Churned
772,Spain,Male,30,4,78653.05,1,Yes,No,1790.48,Not Churned
587,Germany,Male,46,9,107850.82,1,Yes,No,139431.0,Churned
667,Germany,Female,39,4,83765.35,2,Yes,No,118358.54,Not Churned
771,France,Female,66,7,143773.07,1,Yes,Yes,130827.88,Not Churned
523,Germany,Male,63,6,116227.27,1,Yes,Yes,119404.63,Not Churned
662,Germany,Male,33,0,103471.52,1,Yes,Yes,162703.0,Not Churned
717,France,Male,42,5,0.0,2,Yes,No,172665.21,Not Churned
746,France,Male,24,3,137492.35,2,No,Yes,170142.09,Not Churned
569,France,Male,28,7,0.0,2,Yes,No,73977.23,Not Churned
579,France,Male,36,9,129829.59,1,Yes,Yes,60906.12,Not Churned
519,France,Female,21,1,146329.57,2,Yes,Yes,194867.27,Not Churned
696,Germany,Male,30,4,114027.7,1,Yes,Yes,193716.56,Not Churned
693,Germany,Male,25,6,146580.69,1,No,Yes,14633.35,Not Churned
587,Germany,Female,38,0,132122.42,2,No,No,31730.32,Not Churned
626,France,Female,44,10,81553.93,1,Yes,No,20063.63,Churned
666,France,Female,66,7,0.0,2,Yes,Yes,99792.82,Not Churned
512,France,Male,24,6,0.0,2,Yes,No,37654.31,Not Churned
689,Spain,Female,28,3,0.0,2,Yes,Yes,192449.02,Not Churned
803,France,Female,26,4,0.0,2,Yes,Yes,181208.47,Not Churned
548,Germany,Male,32,5,175214.71,1,Yes,Yes,155165.61,Not Churned
588,Germany,Female,40,10,125534.51,1,Yes,No,121504.18,Churned
693,France,Male,68,4,97705.99,1,Yes,Yes,61569.07,Not Churned
499,Germany,Female,55,4,126817.65,2,Yes,No,123269.71,Not Churned
628,France,Female,46,1,46870.43,4,Yes,No,31272.14,Churned
624,Spain,Male,46,3,0.0,2,Yes,Yes,62825.03,Not Churned
733,France,Male,42,9,120094.93,1,Yes,No,184056.45,Not Churned
628,France,Female,38,3,0.0,2,Yes,Yes,48924.73,Not Churned
633,France,Female,33,3,0.0,2,Yes,No,191111.02,Not Churned
559,Germany,Female,36,1,104356.94,2,No,Yes,54184.06,Not Churned
704,Germany,Male,27,5,147004.34,1,Yes,No,64381.33,Churned
744,Germany,Male,38,6,73023.17,2,Yes,No,78770.86,Not Churned
665,Spain,Female,40,1,173432.55,1,No,Yes,116766.79,Not Churned
638,France,Female,42,7,165679.92,1,No,No,32916.29,Not Churned
837,Spain,Male,31,9,104678.62,1,No,Yes,50972.6,Not Churned
534,France,Female,55,8,116973.26,3,Yes,No,122066.5,Churned
548,France,Female,36,3,0.0,1,Yes,No,65996.9,Not Churned
837,Germany,Male,38,2,126732.85,1,Yes,Yes,79577.38,Not Churned
658,France,Female,44,6,148481.09,1,Yes,No,130529.13,Not Churned
554,France,Female,38,4,137654.05,2,Yes,Yes,172629.67,Not Churned
724,Germany,Male,30,7,115315.04,1,Yes,No,15216.53,Not Churned
723,France,Male,42,2,99095.73,1,Yes,Yes,17512.53,Not Churned
585,Germany,Female,39,7,165610.41,2,No,No,131852.01,Not Churned
474,France,Male,33,5,0.0,2,Yes,No,181945.52,Churned
562,Spain,Male,32,6,161628.66,1,Yes,No,91482.5,Not Churned
719,France,Male,32,9,146605.27,1,Yes,Yes,77119.45,Not Churned
635,Germany,Male,37,5,113488.68,1,Yes,No,95611.74,Churned
743,France,Male,42,7,77002.2,2,Yes,Yes,80428.42,Not Churned
681,Spain,Male,67,7,0.0,2,No,Yes,163714.92,Not Churned
521,France,Female,39,6,0.0,2,No,Yes,27375.15,Not Churned
741,Spain,Male,25,4,0.0,2,Yes,Yes,73873.65,Not Churned
790,Spain,Male,46,8,182364.53,1,No,No,139266.48,Churned
622,France,Male,35,8,0.0,2,Yes,Yes,131772.51,Not Churned
669,France,Male,45,7,149364.58,1,No,Yes,173454.07,Not Churned
583,France,Male,59,7,127450.14,1,No,Yes,67552.71,Not Churned
520,Spain,Female,63,5,162278.32,1,Yes,Yes,34765.33,Not Churned
579,Spain,Male,37,5,152212.88,2,No,No,120219.14,Not Churned
698,Spain,Female,39,9,161993.89,1,No,No,90212.38,Not Churned
548,Spain,Male,39,7,131468.44,1,Yes,No,164975.82,Not Churned
672,Germany,Male,40,10,102980.44,1,Yes,No,1285.81,Churned
653,Germany,Male,31,9,143321.97,1,Yes,No,83679.46,Not Churned
734,Spain,Female,37,2,130404.92,1,No,No,34548.74,Not Churned
794,France,Female,41,7,0.0,2,Yes,Yes,74275.08,Not Churned
641,France,Male,30,2,87505.47,2,No,Yes,7278.57,Not Churned
824,France,Male,30,0,133634.02,1,Yes,Yes,162053.92,Not Churned
534,Spain,Female,33,3,151233.62,1,No,No,199336.63,Not Churned
653,Spain,Male,55,2,70263.83,1,No,Yes,62347.71,Not Churned
498,France,Male,34,5,0.0,2,Yes,Yes,91711.66,Not Churned
683,France,Male,30,10,57657.49,1,No,No,79240.9,Not Churned
618,Germany,Male,42,8,153572.31,2,Yes,Yes,76679.6,Not Churned
538,France,Male,37,1,134752.08,1,Yes,No,162511.55,Not Churned
643,Spain,Male,34,3,83132.09,1,Yes,Yes,21360.88,Not Churned
428,France,Female,31,2,0.0,2,Yes,No,54487.43,Not Churned
593,Germany,Female,32,9,134096.53,2,Yes,No,53931.05,Churned
718,France,Female,31,0,118100.59,2,Yes,No,103165.15,Not Churned
811,Germany,Male,52,10,76915.4,1,No,No,146359.81,Churned
823,Spain,Female,46,3,81576.75,1,Yes,Yes,28370.95,Churned
645,Spain,Male,49,2,0.0,2,No,No,10023.15,Not Churned
710,France,Male,33,10,118327.17,2,Yes,Yes,192928.82,Not Churned
591,Spain,Male,30,8,124857.69,2,No,No,50485.7,Not Churned
748,Germany,Female,27,2,90971.85,1,Yes,Yes,131662.47,Not Churned
850,France,Female,37,7,153147.75,1,Yes,Yes,152235.3,Not Churned
542,France,Male,38,8,65942.26,1,Yes,Yes,68093.23,Churned
809,France,Male,38,3,0.0,2,Yes,Yes,80061.31,Not Churned
675,France,Male,54,2,0.0,1,Yes,No,149583.67,Churned
607,Spain,Female,27,5,100912.19,1,No,No,7631.27,Not Churned
850,France,Female,31,4,0.0,2,Yes,Yes,33082.81,Not Churned
789,France,Male,37,3,0.0,1,Yes,No,121883.87,Churned
598,France,Female,43,5,0.0,3,Yes,Yes,100722.72,Churned
756,Germany,Male,41,2,124439.49,2,No,Yes,47093.11,Not Churned
687,France,Female,47,7,0.0,2,Yes,Yes,177624.01,Not Churned
724,France,Male,40,6,0.0,2,No,No,106149.48,Not Churned
700,France,Female,44,2,58781.76,1,Yes,No,16874.92,Not Churned
635,Spain,Male,50,7,159453.64,2,No,No,54560.79,Churned
687,Germany,Male,26,2,142721.52,1,Yes,Yes,153605.75,Not Churned
613,France,Female,46,8,167795.6,1,No,Yes,44390.38,Not Churned
781,France,Female,38,3,128345.69,2,Yes,No,63218.85,Not Churned
703,Spain,Male,20,3,165260.98,1,Yes,Yes,41626.78,Not Churned
593,Germany,Female,62,3,118233.81,1,No,Yes,24765.53,Churned
743,France,Female,40,6,0.0,1,Yes,No,28280.8,Churned
640,Spain,Female,46,8,0.0,2,Yes,No,89043.19,Not Churned
849,Germany,Male,37,7,143452.74,2,Yes,Yes,17294.12,Not Churned
778,France,Male,38,3,145018.49,2,Yes,Yes,126702.41,Not Churned
539,Germany,Female,38,8,82407.51,1,Yes,No,13123.41,Not Churned
489,Germany,Male,28,1,79460.98,2,Yes,Yes,167973.63,Not Churned
568,Spain,Female,43,9,0.0,1,Yes,No,125870.79,Churned
618,Spain,Male,38,5,126473.99,1,Yes,No,91972.49,Not Churned
710,Germany,Female,30,10,133537.1,2,Yes,No,155593.74,Not Churned
625,France,Male,52,5,164978.01,1,Yes,Yes,67788.49,Not Churned
682,Spain,Male,46,7,128029.72,1,Yes,Yes,62615.35,Not Churned
727,Spain,Male,43,2,97403.18,1,Yes,Yes,107415.02,Churned
794,France,Female,41,7,176845.41,3,Yes,No,166526.26,Churned
652,Spain,Male,71,4,0.0,1,Yes,Yes,120107.1,Not Churned
670,Spain,Male,42,3,81589.04,1,Yes,No,188227.8,Not Churned
460,Germany,Female,40,6,119507.58,2,Yes,No,91560.63,Churned
568,Spain,Female,26,6,0.0,2,No,No,166495.2,Not Churned
643,France,Male,30,5,94443.77,1,Yes,Yes,165614.4,Not Churned
521,France,Male,37,2,0.0,2,Yes,Yes,86372.24,Not Churned
615,France,Male,32,7,92199.84,1,Yes,Yes,2755.53,Not Churned
575,Spain,Male,43,3,0.0,1,Yes,No,83594.51,Not Churned
717,France,Female,41,3,135756.96,1,Yes,Yes,103706.41,Not Churned
648,France,Female,54,9,120633.42,1,No,No,5924.38,Churned
535,Germany,Male,48,5,134542.73,1,Yes,Yes,58203.67,Churned
626,Spain,Male,29,7,0.0,2,Yes,No,49361.84,Not Churned
611,Spain,Male,52,7,0.0,1,No,Yes,73585.18,Churned
734,Spain,Male,39,6,0.0,1,Yes,Yes,95135.27,Not Churned
709,France,Male,49,4,154344.49,2,Yes,Yes,38794.57,Not Churned
591,France,Male,43,3,0.0,2,No,Yes,198926.36,Not Churned
664,France,Male,43,9,189026.53,2,Yes,Yes,56099.86,Not Churned
431,France,Male,37,0,120764.08,1,Yes,Yes,117023.08,Not Churned
647,Germany,Female,22,3,97975.82,2,No,Yes,62083.0,Not Churned
578,France,Male,32,4,0.0,2,Yes,Yes,141822.8,Not Churned
555,Germany,Male,41,10,113270.2,2,Yes,Yes,185387.14,Not Churned
775,Spain,Male,30,4,0.0,2,No,Yes,57461.13,Not Churned
850,Germany,Male,39,3,124548.99,2,Yes,Yes,120380.12,Not Churned
625,France,Male,43,8,201696.07,1,Yes,No,133020.9,Churned
645,Spain,Female,37,7,0.0,2,Yes,No,13589.93,Not Churned
608,Germany,Male,44,7,114203.47,1,Yes,Yes,77830.36,Churned
689,Spain,Female,31,4,0.0,2,Yes,Yes,136610.02,Not Churned
652,Germany,Male,50,8,125437.64,1,Yes,Yes,17160.94,Churned
769,France,Female,26,7,0.0,2,Yes,No,176843.53,Not Churned
611,France,Female,43,8,64897.75,1,Yes,No,114996.33,Not Churned
489,France,Male,38,8,0.0,2,No,Yes,196990.79,Not Churned
528,Germany,Female,46,9,135555.66,1,Yes,No,133146.03,Churned
632,France,Male,44,3,107764.75,1,Yes,No,185667.72,Not Churned
429,France,Female,27,6,117307.44,2,Yes,Yes,24020.49,Not Churned
457,France,Male,41,8,73700.12,3,Yes,Yes,185750.02,Churned
768,Spain,Female,44,6,60603.4,1,Yes,Yes,178045.97,Not Churned
715,Spain,Female,35,4,40169.88,2,Yes,Yes,199857.47,Not Churned
668,Germany,Female,32,10,92041.87,1,Yes,Yes,43595.9,Not Churned
625,Germany,Male,26,3,130483.95,1,Yes,No,122810.53,Not Churned
846,France,Female,41,5,0.0,3,Yes,No,3440.47,Churned
661,Spain,Female,42,3,0.0,2,Yes,No,35989.41,Not Churned
571,France,Female,23,10,151097.28,1,No,Yes,17163.75,Not Churned
582,Spain,Female,46,8,67563.31,1,Yes,No,44506.09,Churned
716,France,Female,35,8,112808.18,1,No,Yes,17848.3,Not Churned
758,France,Female,42,7,0.0,2,No,Yes,76209.56,Not Churned
725,France,Male,66,4,86459.8,1,Yes,Yes,141476.56,Not Churned
630,France,Female,40,0,118633.08,1,No,Yes,60032.46,Churned
627,France,Female,55,2,159441.27,1,Yes,No,100686.11,Churned
653,France,Female,27,9,0.0,2,Yes,No,96429.29,Not Churned
775,Germany,Female,38,4,125212.65,2,Yes,Yes,15795.88,Churned
794,Spain,Male,45,8,88656.37,2,Yes,No,116547.31,Not Churned
831,France,Female,32,2,146033.62,1,Yes,No,191260.74,Not Churned
561,France,Male,29,9,120268.13,1,Yes,Yes,173870.39,Not Churned
705,Spain,Male,46,7,0.0,2,Yes,No,117273.35,Not Churned
636,Spain,Female,33,0,0.0,1,Yes,No,92277.47,Churned
487,Germany,Female,46,4,135070.58,2,Yes,Yes,44244.49,Churned
693,France,Female,38,3,0.0,2,No,No,78133.48,Churned
517,Spain,Female,29,5,0.0,2,Yes,No,103402.88,Not Churned
684,France,Female,27,9,122550.05,2,No,Yes,137835.82,Not Churned
620,Spain,Female,43,2,0.0,2,Yes,No,20670.1,Not Churned
757,France,Male,29,8,130306.49,1,Yes,No,77469.38,Not Churned
739,France,Female,27,6,0.0,1,Yes,Yes,57572.38,Not Churned
662,Spain,Female,41,4,90350.77,1,Yes,No,75884.65,Churned
359,France,Female,44,6,128747.69,1,Yes,No,146955.71,Churned
572,Spain,Male,23,2,126873.52,1,No,Yes,67040.12,Not Churned
721,France,Male,69,2,108424.19,1,Yes,Yes,178418.35,Not Churned
707,France,Male,32,9,0.0,2,No,No,30807.02,Not Churned
444,France,Female,40,5,84350.07,1,Yes,No,143835.76,Not Churned
523,France,Female,73,7,0.0,2,No,No,130883.9,Churned
685,Germany,Female,30,4,84958.6,2,No,Yes,194343.72,Not Churned
673,Germany,Female,29,4,99097.36,1,Yes,Yes,9796.69,Not Churned
503,Germany,Male,30,10,136622.55,2,No,No,47310.24,Not Churned
485,Germany,Female,30,5,156771.68,1,Yes,Yes,141148.21,Not Churned
799,Germany,Male,28,7,167658.33,2,Yes,Yes,111138.25,Not Churned
585,Spain,Female,33,8,0.0,2,Yes,No,114182.07,Not Churned
607,Germany,Female,24,2,109483.54,2,No,Yes,127560.77,Not Churned
521,Germany,Female,40,9,134504.78,1,Yes,No,18082.06,Not Churned
535,France,Female,44,2,114427.86,1,Yes,Yes,136330.26,Not Churned
724,Spain,Male,45,5,83888.54,1,No,Yes,34121.81,Not Churned
520,Germany,Male,32,5,110029.77,1,Yes,No,56246.69,Not Churned
696,Spain,Male,41,9,127523.75,1,No,Yes,191417.42,Not Churned
657,Germany,Male,30,1,139762.13,2,Yes,Yes,23317.88,Not Churned
603,Spain,Female,42,8,91611.12,1,No,No,144675.3,Churned
726,France,Female,42,2,109471.79,1,No,Yes,175161.05,Not Churned
591,France,Female,39,4,150500.64,1,Yes,No,14928.8,Not Churned
792,Germany,Female,59,9,101609.77,1,No,No,161479.19,Churned
550,France,Male,57,5,0.0,1,Yes,Yes,133501.94,Not Churned
601,France,Female,26,8,78892.23,1,Yes,Yes,23703.52,Not Churned
820,France,Female,29,3,82344.84,1,No,Yes,115985.38,Not Churned
667,France,Male,48,2,0.0,1,Yes,No,43229.2,Not Churned
573,Spain,Female,44,4,0.0,1,Yes,Yes,94862.93,Not Churned
755,France,Male,62,1,127706.33,2,No,Yes,142377.69,Not Churned
552,France,Female,41,9,124349.34,1,Yes,No,135635.25,Not Churned
598,Spain,Male,44,8,0.0,2,Yes,No,148487.9,Not Churned
576,Germany,Male,28,1,119336.29,2,No,Yes,58976.85,Not Churned
670,France,Female,31,9,0.0,1,No,Yes,76254.83,Not Churned
504,Germany,Male,56,9,104217.3,1,No,No,55857.48,Churned
778,France,Female,65,7,0.0,1,Yes,Yes,77867.23,Not Churned
558,Germany,Male,39,10,144757.02,1,Yes,No,22878.16,Churned
627,Spain,Male,44,6,0.0,1,Yes,Yes,114469.55,Not Churned
683,France,Male,43,8,0.0,1,Yes,No,96754.8,Not Churned
556,France,Female,43,6,0.0,3,No,No,125154.57,Churned
583,France,Female,38,10,0.0,2,No,Yes,113597.64,Not Churned
705,France,Female,24,7,100169.51,1,Yes,No,121408.55,Not Churned
637,France,Male,33,2,145731.83,1,No,Yes,109219.43,Not Churned
697,Spain,Male,56,5,110802.03,1,Yes,Yes,50230.31,Churned
555,Germany,Female,46,4,120392.99,1,Yes,No,177719.88,Churned
594,Germany,Female,26,6,135067.52,2,No,No,131211.86,Not Churned
632,Spain,Male,31,3,136556.44,1,Yes,No,82152.83,Churned
551,France,Female,38,10,0.0,2,Yes,Yes,216.27,Not Churned
687,France,Female,35,3,99587.43,1,Yes,Yes,1713.1,Churned
672,France,Female,53,7,0.0,1,Yes,Yes,136910.18,Not Churned
521,Spain,Female,34,7,70731.07,1,Yes,Yes,20243.97,Churned
686,Germany,Male,35,2,109342.82,2,No,Yes,86043.27,Not Churned
639,Spain,Male,28,8,0.0,2,Yes,No,126561.07,Not Churned
850,France,Male,66,4,0.0,2,No,Yes,64350.8,Not Churned
465,France,Male,25,2,78247.31,2,Yes,Yes,10472.31,Not Churned
817,France,Female,55,10,117561.49,1,Yes,No,95941.55,Churned
578,France,Male,23,10,88980.32,1,Yes,Yes,125222.36,Not Churned
611,Spain,Male,34,4,0.0,2,Yes,No,170950.58,Not Churned
616,Germany,Female,41,1,103560.57,1,Yes,No,236.45,Churned
517,France,Male,37,5,113308.84,1,No,Yes,31517.16,Not Churned
637,Spain,Female,40,6,0.0,2,Yes,Yes,181610.6,Not Churned
806,France,Female,32,3,63763.49,1,Yes,No,156593.09,Not Churned
633,France,Female,29,7,169988.35,1,Yes,No,4272.0,Not Churned
624,Germany,Female,35,0,180303.24,2,Yes,No,163587.9,Not Churned
691,France,Male,52,3,0.0,1,Yes,No,175843.68,Churned
819,Germany,Female,49,1,120656.86,4,No,No,166164.3,Churned
568,Germany,Female,31,1,61592.14,2,Yes,Yes,61796.64,Not Churned
806,France,Male,48,4,164701.68,1,Yes,Yes,21439.49,Not Churned
726,Spain,Female,26,1,80780.16,1,Yes,Yes,19225.85,Not Churned
552,France,Male,36,8,0.0,2,No,No,132547.02,Not Churned
755,Germany,Female,30,6,154221.37,2,No,Yes,62688.55,Not Churned
634,France,Male,26,8,0.0,1,Yes,No,21760.96,Not Churned
756,France,Female,26,5,101641.14,2,No,Yes,154460.68,Not Churned
776,France,Male,37,2,0.0,1,No,Yes,8065.0,Not Churned
649,France,Female,45,5,92786.66,1,Yes,No,173365.9,Churned
595,Germany,Male,32,8,131081.66,2,Yes,Yes,69428.79,Not Churned
646,France,Male,30,5,98014.74,1,Yes,Yes,12757.14,Not Churned
592,Spain,Male,38,8,0.0,2,Yes,No,180426.2,Not Churned
574,France,Male,26,8,97460.1,1,Yes,Yes,43093.67,Not Churned
850,France,Male,36,1,104077.19,2,No,Yes,68594.0,Not Churned
850,Spain,Female,29,1,0.0,2,Yes,Yes,197996.65,Not Churned
475,France,Female,46,10,0.0,2,No,No,122953.0,Churned
642,France,Female,39,4,0.0,1,Yes,Yes,76821.24,Not Churned
710,Spain,Female,51,4,93656.95,1,No,Yes,141400.51,Churned
596,Spain,Male,30,6,121345.88,4,Yes,No,41921.75,Churned
609,France,Female,39,8,141675.23,1,No,Yes,175664.25,Not Churned
797,Spain,Female,31,8,0.0,2,Yes,No,117916.63,Not Churned
504,Germany,Female,43,7,102365.49,1,Yes,No,194690.77,Churned
735,Spain,Male,50,9,0.0,1,No,No,166677.35,Churned
680,Spain,Female,30,3,0.0,1,Yes,No,160131.58,Not Churned
449,France,Male,52,6,0.0,2,No,Yes,123622.0,Not Churned
685,Germany,Male,57,7,101868.51,1,No,Yes,113483.96,Not Churned
569,Spain,Male,38,8,0.0,2,No,No,79618.79,Not Churned
631,France,Male,35,9,112392.45,2,Yes,No,24472.23,Not Churned
595,Germany,Female,25,7,106570.34,2,No,Yes,177025.79,Not Churned
461,France,Female,28,8,0.0,1,Yes,Yes,103349.74,Not Churned
630,France,Male,50,1,81947.76,1,No,Yes,63606.22,Churned
661,France,Female,31,7,144162.3,2,Yes,Yes,14490.79,Not Churned
796,Germany,Male,39,5,86350.87,2,No,No,105080.53,Not Churned
710,France,Male,47,5,158623.14,1,No,No,83499.89,Churned
741,France,Male,32,8,0.0,2,Yes,No,143598.7,Not Churned
606,Germany,Male,48,4,132403.56,1,No,No,36091.91,Churned
747,France,Male,27,10,0.0,2,No,No,13007.89,Not Churned
549,Germany,Female,43,3,134985.66,1,Yes,No,6101.41,Not Churned
576,France,Male,36,6,0.0,2,Yes,Yes,48314.0,Not Churned
528,France,Male,37,6,103772.45,1,Yes,No,197111.99,Not Churned
535,France,Male,33,2,133040.32,1,Yes,Yes,110299.78,Not Churned
575,Spain,Female,37,0,0.0,2,No,No,30114.32,Not Churned
656,France,Male,39,10,0.0,2,Yes,Yes,98894.64,Not Churned
440,France,Male,42,2,0.0,2,Yes,No,49826.68,Not Churned
539,Spain,Male,38,8,71460.67,2,Yes,Yes,10074.05,Not Churned
850,Spain,Male,39,6,133214.13,1,No,Yes,20769.88,Not Churned
646,France,Female,37,7,96558.66,1,No,No,163427.18,Not Churned
744,France,Male,54,6,93806.31,2,No,Yes,140068.77,Not Churned
710,Spain,Female,36,8,0.0,2,No,No,83206.19,Not Churned
544,France,Female,64,3,124043.8,1,Yes,Yes,111402.97,Churned
723,Germany,Male,52,5,131694.97,1,No,Yes,92873.5,Churned
507,Spain,Female,29,6,0.0,2,No,Yes,94780.9,Not Churned
787,France,Female,35,1,106266.8,1,Yes,Yes,16607.15,Not Churned
598,Spain,Male,41,8,0.0,2,Yes,Yes,161954.43,Not Churned
796,France,Male,51,6,0.0,2,No,Yes,194733.28,Not Churned
569,Spain,Female,41,4,139840.36,1,Yes,Yes,163524.7,Not Churned
711,France,Male,34,8,0.0,2,No,No,48260.19,Not Churned
661,Germany,Male,35,8,124098.54,1,Yes,No,86678.48,Not Churned
415,France,Male,32,5,145807.59,1,Yes,Yes,3064.65,Not Churned
578,Spain,Male,23,8,0.0,2,Yes,No,112124.98,Not Churned
611,France,Female,26,2,107508.93,2,Yes,Yes,120801.65,Not Churned
600,France,Female,28,6,0.0,2,No,Yes,52193.23,Not Churned
661,Germany,Female,32,1,145980.23,1,No,Yes,56636.28,Not Churned
850,France,Female,37,3,212778.2,1,No,Yes,69372.88,Not Churned
573,Germany,Female,47,4,152522.47,1,No,Yes,164038.07,Churned
764,Spain,Female,33,9,168964.77,1,No,Yes,118982.51,Not Churned
838,France,Female,34,8,0.0,2,Yes,No,27472.07,Not Churned
821,France,Female,28,8,0.0,1,Yes,Yes,36754.13,Not Churned
607,Spain,Female,36,4,98266.3,1,Yes,Yes,46416.36,Not Churned
558,France,Male,38,8,113000.92,1,Yes,Yes,152872.39,Not Churned
530,Germany,Male,23,1,137060.88,2,Yes,Yes,165227.23,Not Churned
654,Germany,Male,37,5,112146.12,1,Yes,No,75927.35,Not Churned
530,France,Female,33,4,129307.32,1,Yes,Yes,172930.28,Not Churned
656,Spain,Male,69,6,163975.09,1,Yes,Yes,36108.5,Not Churned
520,Spain,Male,43,7,0.0,2,Yes,Yes,36202.74,Not Churned
602,Germany,Female,42,6,158414.85,1,Yes,Yes,131886.46,Not Churned
701,Germany,Female,48,1,92072.68,1,Yes,Yes,133992.36,Not Churned
653,Spain,Female,30,2,88243.29,2,Yes,Yes,96658.26,Not Churned
668,Spain,Male,25,8,0.0,2,Yes,Yes,135112.09,Not Churned
652,France,Male,48,4,59486.31,1,Yes,No,163944.18,Churned
639,Spain,Female,54,2,0.0,2,Yes,Yes,53843.71,Not Churned
730,Spain,Female,52,7,0.0,2,No,Yes,122398.84,Not Churned
780,France,Male,34,1,0.0,1,Yes,Yes,64804.04,Not Churned
592,France,Female,38,8,119278.01,2,No,Yes,19370.73,Not Churned
628,France,Male,34,4,158741.43,2,Yes,Yes,126192.54,Not Churned
658,France,Female,40,7,140596.95,1,No,Yes,135459.02,Churned
850,Spain,Female,29,10,0.0,2,Yes,Yes,94815.04,Not Churned
515,Germany,Male,37,2,90432.92,1,Yes,Yes,188366.04,Churned
571,France,Female,35,1,104783.81,2,No,Yes,178512.52,Not Churned
760,Germany,Male,42,0,77992.97,2,Yes,Yes,97906.38,Not Churned
720,Germany,Female,43,10,110822.9,1,No,No,72861.94,Not Churned
632,Germany,Male,42,4,119624.6,2,Yes,Yes,195978.86,Not Churned
694,Germany,Male,31,6,109052.59,2,Yes,Yes,19448.93,Churned
559,Spain,Female,40,5,139129.44,1,No,Yes,32635.54,Not Churned
773,Germany,Female,42,8,152324.66,2,Yes,No,171733.22,Not Churned
581,France,Male,38,1,0.0,2,Yes,No,46176.22,Not Churned
